Timestamp,"Studi ini memiliki judul Online Disinhibition sebagai mediator pada Pengaruh Uses & Gratifications terhadap SNS Addiction pada pengguna second account Twitter.
Studi ini diselenggarakan oleh saya Muhammad Dzaki Dwitama, Mahasiswa Psikologi Universitas Islam Bandung. Dalam rangka memenuhi Tugas Akhir.
Studi ini bertujuan untuk meneliti hubungan antara Online Disinhibition, Uses & Gratifications, dan SNS Addiction. Hasil dari studi ini berharap dapat membuat kita lebih memahami bagaimana individu berperilaku online dan bagaimana perilaku tersebut terkait dengan SNS Addiction.
Jika Anda setuju untuk berpartisipasi dalam studi ini, Anda akan diminta untuk menyelesaikan serangkaian survei dan kuesioner. Survei akan menanyakan tentang perilaku online Anda, penggunaan Sosial Media Anda, dan Motif Anda dalam menggunakan Sosial Media. Survei akan memakan waktu sekitar 7-10 menit untuk diselesaikan.
Survei ini mungkin akan menanyakan pertanyaan pribadi, tetapi jawaban Anda akan DIJAGA KERAHASIANNYA. Manfaat dari berpartisipasi dalam studi ini termasuk memberikan kontribusi pada pemahaman perilaku online dan Adiksi SNS yang mungkin akan membantu partisipan memahami perilaku online dalam menggunakan Sosial Media.
Partisipasi Anda dalam studi ini adalah RAHASIA. Data survei akan dijaga kerahasiaannya dan akan diperlakukan sebagaimana mestinya. Data akan digunakan hanya untuk tujuan penelitian.
Partisipasi Anda dalam studi ini adalah sukarela. Anda dapat memilih untuk tidak berpartisipasi atau berhenti berpartisipasi kapan saja tanpa ada konsekuensi negatif.

Terdapat Kompensasi dengan total sebesar 500.000 Rupiah. Data Anda akan diminta diakhir survey untuk mendapatkan kesempatan memenangkan bagian dari kompensasi ini.
Jika Anda memiliki pertanyaan tentang studi ini, silakan hubungi peneliti melalui email [dzakidwitama@gmail.com] atau melalui twitter @jekisthename.
Dengan menyetuji di bawah ini, saya mengakui bahwa saya telah membaca dan memahami informasi yang disediakan dalam form persetujuan informasi ini. Saya dengan sukarela setuju untuk berpartisipasi dalam studi dan mengerti bahwa saya dapat menghentikan partisipasi saya kapan saja tanpa dikenakan sanksi.
Hormat saya,
Muhammad Dzaki Dwitama (Peneliti)
10050017043
Fanni Putri Diantina (Pembimbing)
Universitas Islam Bandung
Fakultas Psikologi",Respondend Number,Domisili (Kota),Umur,Menggunakan lebih dari 1 Akun Twitter,Jenis Account Twitter yang anda miliki,Jenis Kelamin,Seberapa puas anda dengan penampilan tubuh anda,Apakah anda merasa dekat dengan keluarga,Apakah kedua orang tua masih bersama? (Masih dalam hubungan pernikahan),Apakah anda tinggal terpisah dengan orang tua (Rantau/Kos),Apakah anda merasa sendiri dan kesepian dalam menjalani hari-hari,Untuk mendokumentasikan kehidupan saya,Untuk memberi kabar kepada teman-teman saya,Untuk mencatat apa saja yang sedang/sudah saya lakukan,Untuk mengekspresikan perasaan dan pikiran saya,Untuk memberikan informasi tentang topik yang saya minati,Untuk tetap terhubung dengan teman dan keluarga,Untuk memahami kejadian penting saat ini,Untuk melihat berbagai sudut pandang tentang isu-isu sosial,Untuk mendapatkan informasi dan pengetahuan profesional,Untuk dapat mengenali orang-orang yang berpengaruh,Untuk bersenang-senang,Untuk berkomunikasi dengan orang-orang yang berprinsip sama dengan saya,Untuk bertemu orang baru,Untuk berteman dengan orang-orang yang sulit ditemukan di tempat lain,Untuk mengisi waktu luang,Untuk melupakan permasalahan hidup,Saya merasa saya anonim (tak teridentifikasi) saat berada di dunia maya,Saya yakin bahwa identitas diri saya tidak diketahui oleh orang lain di dunia maya,Saya merasa dapat menyembunyikan identitas saya di dunia maya,Hal-hal yang saya lakukan di dunia maya tidak dapat diidentifikasi pada saya,Saya merasa seperti tidak terlihat di dunia maya,Saya merasa dunia maya mencegah orang lain untuk melihat saya,Saya tidak terlihat saat di dunia maya,Orang lain tidak dapat melihat saya di dunia maya,Hal-hal yang saya lakukan tidak bisa terlihat di dunia maya,"Di dunia maya, saya tidak perlu segera membalas orang lain","Di dunia maya, saya bisa menunda respon/masukan saya kepada orang lain","Di dunia maya, saya bisa menunda untuk membalas orang lain",Silahkan pilih angka 3 jika anda membaca pernyataan ini,Saya menentukan sebuah karakter untuk orang yang sedang berkomunikasi secara online dengan saya,Saya menginterpretasikan pesan orang lain sesuai ekspektasi saya dalam komunikasi online,Saya memahami maksud seseorang dalam pesan yang dikirimkannya dalam dunia maya,Saya merasa sepertinya orang-orang di dunia maya hanya khayalan yang tidak ada kaitannya dengan realitas,Dunia maya adalah sebuah dunia khayalan,Dunia maya tidak memiliki kaitan dengan realita,Dunia maya itu terpisah dengan dunia nyata,Saya jauh dari otoritas dunia nyata ketika saya berada di dunia maya,Saya tidak begitu takut pada otoritas dunia nyata ketika saya berada di dunia maya,Saya merasa bebas dari otoritas dunia nyata ketika berada di dunia maya,Saya merasa otoritas dunia nyata tidak hadir di dunia maya,menghabiskan banyak waktu untuk memikirkan media sosial atau berencana menggunakan media sosial?,merasakan desakan untuk semakin sering menggunakan media sosial?,menggunakan media sosial untuk melupakan masalah-masalah pribadi,"mencoba mengurangi penggunaan media sosial, tetapi tidak berhasil",menjadi gelisah atau bermasalah jika kamu dilarang/dibatasi menggunakan media sosial?,terlalu banyak menggunakan media sosial sehingga berdampak negatif pada pekerjaan/studi kamu?
3/14/2023 10:59:34,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,50,Bandung,18-24,Ya,Alter Account,Laki-Laki,3,3,Ya,Ya,3,3,2,5,6,6,3,5,5,3,4,7,6,6,6,7,5,7,6,7,5,7,6,7,7,7,7,7,7,3,5,6,4,2,2,3,5,5,4,4,4,2,4,4,4,2,2
3/14/2023 11:06:11,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,51,Brunei Darussalam,25-39,Tidak,I only have 1 personal account,Laki-Laki,3,1,Ya,Ya,2,5,4,4,4,5,4,5,6,6,4,6,5,7,7,4,4,4,6,6,4,4,4,4,4,4,6,7,7,3,4,3,5,3,2,2,7,7,5,5,4,3,3,5,5,3,3
3/14/2023 13:00:02,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,52,garut,18-24,Ya,"Private Second Account, Alter Account",Perempuan,4,4,Ya,Tidak,4,4,1,1,7,4,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,3,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,1
3/14/2023 13:35:56,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,53,bandung,18-24,Ya,Role Play Account,Laki-Laki,4,4,Ya,Tidak,1,5,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,5,4,5,3,7,2,3,3,7,7,4,7,3,7,7,7,5,5,3,7,4,3,4,4,5,5,1,3,1,2
3/14/2023 15:59:53,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,54,DKI Jakarta,18-24,Ya,Pornography,Laki-Laki,1,2,Ya,Tidak,4,1,1,1,4,1,1,3,7,1,1,7,1,7,7,7,3,4,4,4,4,4,4,4,4,7,4,7,7,3,1,3,5,4,6,2,2,4,2,2,2,3,1,4,3,1,4
3/14/2023 18:37:46,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,55,Jakarta,25-39,Ya,Private Second Account,Perempuan,3,3,Ya,Ya,3,4,2,1,6,7,1,3,2,4,5,6,2,7,4,5,6,4,3,5,4,3,6,5,4,5,6,5,5,6,5,5,5,6,6,7,5,4,6,6,6,4,3,5,4,3,5
3/14/2023 18:42:39,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,56,jakarta,18-24,Ya,Alter Account,Laki-Laki,3,4,Ya,Tidak,3,7,7,6,5,6,6,6,5,7,6,7,6,6,7,5,7,6,5,6,7,5,7,6,7,6,6,6,7,7,6,7,6,6,5,6,7,7,7,7,7,4,5,4,4,5,4
3/14/2023 18:46:31,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,57,Kalimantan Tengah,18-24,Ya,Alter Account,Perempuan,3,2,Ya,Ya,2,7,6,7,7,7,7,7,7,5,5,7,5,7,7,7,7,4,4,4,4,6,6,6,4,2,7,7,7,3,6,4,4,4,5,2,2,4,4,4,4,5,5,5,2,2,5
3/14/2023 18:54:03,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,58,Tegal,18-24,Ya,"Alter Account, Real account",Laki-Laki,3,3,Tidak,Tidak,3,2,6,4,7,6,5,7,6,6,4,5,4,6,5,5,3,6,5,6,4,5,4,4,5,4,4,4,4,4,3,4,4,4,3,5,5,5,3,3,4,3,2,3,4,2,3
3/14/2023 19:04:22,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,59,DKI Jakarta,18-24,Ya,"Private Second Account, Alter Account, Fake/Spam/Fan Account",Perempuan,2,2,Ya,Tidak,4,6,5,5,7,6,5,6,6,6,6,7,6,7,7,7,7,2,2,2,2,2,2,2,2,5,6,6,6,3,6,6,6,2,5,2,5,6,6,6,5,4,4,5,4,5,2
3/14/2023 19:12:21,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,60,Bandung,18-24,Ya,Alter Account,Perempuan,3,2,Tidak,Ya,3,2,3,4,5,5,4,7,5,4,5,7,7,7,5,7,7,4,3,3,4,5,5,5,5,5,6,6,6,3,5,5,5,5,4,3,4,4,4,4,4,5,4,5,3,5,5
3/14/2023 19:38:37,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,61,Jakarta,25-39,Ya,Alter Account,Laki-Laki,3,2,Ya,Ya,3,4,3,3,6,6,1,5,6,3,3,7,3,7,7,6,7,6,5,6,5,5,3,6,4,5,5,6,6,3,5,6,5,5,5,3,4,6,6,6,5,3,2,4,2,1,1
3/14/2023 20:46:58,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,62,DKI Jakarta,18-24,Tidak,Akun asli ,Laki-Laki,4,1,Tidak,Tidak,1,1,1,1,1,1,1,7,1,1,1,7,1,7,1,7,7,7,7,7,1,7,7,7,7,7,7,7,1,3,7,1,7,1,7,7,7,7,1,7,7,1,1,5,5,5,1
3/14/2023 21:44:44,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,63,Purwokerto ,25-39,Tidak,Ngga' punya 2nd account ,Perempuan,3,3,Ya,Tidak,2,2,2,3,5,5,2,6,6,6,4,5,4,5,5,6,5,6,6,6,5,3,3,5,5,3,3,5,5,3,3,3,5,3,3,2,2,2,2,2,2,4,2,3,3,2,2
3/14/2023 22:36:36,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,64,Malang,18-24,Ya,"Private Second Account, Role Play Account, Alter Account, Fake/Spam/Fan Account",Perempuan,3,2,Tidak,Ya,3,5,7,7,7,4,4,5,5,6,4,7,5,6,7,7,7,4,4,6,4,6,4,5,2,2,7,7,7,3,5,6,5,2,2,2,7,6,7,7,4,4,3,5,2,4,2
3/14/2023 23:35:20,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,65,Jakarta ,25-39,Ya,Alter Account,Laki-Laki,4,2,Tidak,Ya,3,2,1,2,3,4,1,6,7,7,7,7,7,7,7,6,7,7,7,7,5,7,6,7,6,5,6,7,7,3,6,5,7,5,6,4,3,4,7,6,6,1,1,3,1,1,1
3/16/2023 3:54:48,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,66,Jakarta,18-24,Ya,Alter Account,Laki-Laki,2,2,Ya,Ya,3,3,4,3,5,6,1,3,2,5,6,7,6,7,5,6,6,5,5,5,5,5,5,3,4,5,6,7,6,3,5,5,5,4,4,5,6,6,5,5,4,4,4,2,3,3,3
3/18/2023 16:09:21,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,67,Salatiga,18-24,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,4,4,5,5,3,5,6,5,6,7,6,4,6,5,6,6,7,5,5,5,5,5,4,3,4,5,5,5,5,4,6,6,5,5,3,4,3,5,5,5,5,4,4,4,4,4,4
3/20/2023 12:16:15,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,68,Yogyakarta,18-24,Tidak,"Private Second Account, Fake/Spam/Fan Account",Laki-Laki,3,1,Tidak,Ya,4,6,3,5,7,4,3,7,3,7,6,3,6,5,5,7,7,6,6,5,7,5,7,6,7,7,6,6,5,3,6,5,5,4,6,7,6,5,4,5,5,4,4,5,4,4,4
3/20/2023 13:02:56,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,69,Jakarta ,18-24,Ya,Alter Account,Perempuan,3,2,Ya,Ya,1,3,4,4,7,5,5,4,5,5,3,7,7,7,7,7,7,7,7,7,7,1,4,7,7,7,7,5,4,3,7,5,4,7,5,7,7,7,4,4,1,3,3,5,3,3,3
3/20/2023 13:04:31,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,70,DKI Jakarta,18-24,Ya,Alter Account,Laki-Laki,2,1,Tidak,Tidak,4,2,2,5,5,3,1,4,2,5,5,7,7,6,5,7,6,6,5,6,4,5,3,5,5,5,3,2,2,3,7,6,4,3,2,1,3,4,2,2,3,4,3,5,3,3,4
3/20/2023 13:10:59,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,71,jakarta ,18-24,Ya,Alter Account,Perempuan,3,4,Ya,Tidak,4,5,3,4,5,6,4,4,7,7,4,7,5,7,6,7,7,4,3,1,7,4,4,6,4,3,7,7,7,3,7,7,7,2,1,1,1,1,1,7,1,5,5,5,5,5,3
3/20/2023 13:48:25,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,72,Bandung,25-39,Ya,Private Second Account,Laki-Laki,3,4,Ya,Tidak,3,3,1,6,7,7,1,7,7,7,7,7,7,7,7,7,1,3,1,4,4,4,4,4,7,4,7,7,7,1,4,4,7,4,4,4,4,4,1,1,1,1,1,1,1,1,5
3/20/2023 16:00:38,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,73,Bandung ,18-24,Ya,Alter Account,Perempuan,3,2,Tidak,Tidak,4,4,3,3,4,4,5,4,4,4,4,4,3,4,4,4,5,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,2,4,2,3,3,3,3,4,2,4,4,2,3
3/20/2023 17:11:09,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,74,Lampung,18-24,Ya,Fake/Spam/Fan Account,Perempuan,2,1,Ya,Tidak,1,6,5,7,7,7,3,7,7,7,7,7,7,7,7,7,7,1,2,4,3,1,1,1,1,1,6,7,7,3,4,5,5,2,2,2,2,2,2,5,2,1,1,5,1,2,4
3/20/2023 17:55:13,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,75,Jakarta ,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,3,Ya,Tidak,2,4,5,4,7,7,4,7,7,6,6,7,7,7,7,7,7,5,7,7,5,4,3,3,5,6,6,6,4,3,5,5,6,3,4,4,5,4,6,6,5,3,3,5,2,3,2
3/20/2023 19:39:17,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,76,Yogyakarta,18-24,Ya,Alter Account,Laki-Laki,3,1,Ya,Ya,2,2,3,2,6,6,3,7,7,7,7,7,5,3,7,6,5,5,5,5,5,5,6,5,5,6,5,5,6,3,7,6,6,6,4,3,3,3,6,6,6,4,2,3,4,2,2
3/21/2023 7:32:44,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,77,DKI Jakarta,25-39,Ya,Fake/Spam/Fan Account,Perempuan,4,4,Ya,Tidak,1,1,1,4,5,4,1,7,7,5,5,7,4,4,4,7,2,7,5,6,7,6,6,7,6,6,7,7,7,3,7,5,6,2,2,2,2,4,4,4,4,4,2,2,3,1,1
3/21/2023 13:11:19,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,78,DKI Jakarta,25-39,Ya,Private Second Account,Perempuan,3,2,Tidak,Tidak,2,1,1,1,3,3,2,7,7,7,7,7,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,2,4,7,7,7,7,1,4,2,7,5,5,5,5,1,5
3/21/2023 13:34:47,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,79,Cimahi,25-39,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,4,Ya,Ya,1,3,1,2,7,7,1,7,6,4,1,7,6,6,1,7,1,1,3,7,1,1,1,4,4,3,7,6,6,3,3,2,6,1,1,1,1,1,1,1,1,5,2,1,3,1,1
3/21/2023 13:41:12,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,80,Pemangkat ,Dibawah 18,Ya,"Private Second Account, Alter Account, Fake/Spam/Fan Account",Perempuan,2,2,Ya,Tidak,4,6,1,7,7,7,1,7,7,7,4,5,4,4,6,7,7,5,6,7,7,7,7,7,7,7,7,7,7,3,7,7,4,5,6,7,6,5,4,7,7,5,5,5,1,4,5
3/21/2023 13:46:47,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,81,Medan,Dibawah 18,Ya,Private Second Account,Perempuan,3,3,Tidak,Tidak,4,1,1,4,4,1,1,6,6,6,7,5,2,1,1,6,2,7,6,5,4,7,1,7,2,1,3,2,3,3,4,2,5,7,5,3,3,2,4,4,4,4,2,2,4,1,3
3/21/2023 14:06:14,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,82,Malang,Dibawah 18,Ya,"Private Second Account, Role Play Account",Perempuan,3,3,Ya,Tidak,3,4,6,4,7,4,4,4,4,5,4,6,5,2,6,7,7,7,7,7,6,6,6,6,7,5,7,7,7,6,5,5,5,3,2,3,5,3,5,5,7,4,1,5,5,4,4
3/21/2023 14:10:25,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,83,DKI Jakarta,18-24,Ya,Private Second Account,Perempuan,2,3,Ya,Tidak,3,2,2,6,7,5,2,4,6,4,2,7,2,5,3,7,6,6,7,6,3,6,4,4,6,4,6,6,6,3,3,2,5,2,3,2,3,4,4,4,4,2,2,4,4,2,2
3/21/2023 14:21:46,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,84,Yogyakarta,18-24,Tidak,Fake/Spam/Fan Account,Perempuan,3,3,Ya,Ya,1,6,1,1,6,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,7,6,6,6,6,7,6,6,6,6,4,4,3,4,3,4
3/21/2023 14:28:26,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,85,Palangkaraya ,18-24,Tidak,Akun biasa aja,Perempuan,3,3,Ya,Ya,3,3,2,3,4,4,3,7,7,7,4,6,4,3,3,7,4,4,5,6,5,4,4,4,4,4,4,4,5,3,4,3,5,4,5,3,5,3,4,5,4,3,2,2,4,2,2
3/21/2023 14:39:05,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,86,Palembang,18-24,Ya,Private Second Account,Laki-Laki,1,2,Ya,Tidak,4,1,1,1,1,7,1,4,4,4,3,7,4,2,3,5,7,7,7,7,4,3,5,4,7,3,7,7,7,3,4,3,5,4,5,2,3,5,4,4,3,4,2,5,5,4,5
3/21/2023 14:39:57,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,87,Kudus,18-24,Ya,"Private Second Account, Business account",Perempuan,3,4,Ya,Tidak,4,4,4,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,3,7,7,7,3,3,5,7,7,5,7,7,5,5,5,5,5,3
3/21/2023 14:40:15,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,88,Jakarta,40-60,Ya,Alter Account,Laki-Laki,4,4,Tidak,Ya,3,7,7,5,5,6,4,7,7,7,6,7,5,7,7,7,7,6,6,6,6,6,4,6,5,5,6,6,6,3,5,5,6,5,3,4,4,5,5,6,6,4,4,3,4,3,3
3/21/2023 14:42:46,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,89,Solo,25-39,Ya,Private Second Account,Perempuan,2,3,Ya,Tidak,3,1,1,1,4,6,1,7,7,7,7,7,6,5,5,6,4,7,7,7,7,5,7,7,7,7,4,7,7,3,7,4,5,1,5,1,1,4,4,4,4,5,5,3,5,4,2
3/21/2023 14:45:23,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,90,Lampung Tengah,18-24,Ya,"Private Second Account, Alter Account",Perempuan,1,3,Ya,Ya,4,5,1,7,7,5,1,3,4,3,3,7,7,4,5,7,7,5,6,6,6,6,6,5,6,6,7,7,7,3,5,5,3,4,2,7,7,7,7,7,7,5,5,5,3,4,1
3/21/2023 14:50:42,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,91,Paser,25-39,Ya,Private Second Account,Perempuan,4,1,Tidak,Ya,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,4,4,7,7,7,7,5,1,5,1,1,1
3/21/2023 14:51:25,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,92,Kuta,25-39,Ya,Alter Account,Laki-Laki,3,1,Tidak,Ya,1,4,7,4,7,7,3,7,7,4,1,7,5,4,6,7,7,6,7,7,7,7,7,7,7,7,4,5,5,3,4,4,7,4,1,5,7,5,7,7,7,2,2,3,4,2,1
3/21/2023 14:52:30,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,93,Kudus,25-39,Ya,Private Second Account,Perempuan,2,1,Tidak,Tidak,2,5,5,3,6,6,4,5,6,6,6,7,7,5,6,7,7,6,3,5,4,5,6,5,6,5,7,7,7,3,5,5,3,4,3,3,3,5,6,5,5,2,3,5,4,4,3
3/21/2023 14:52:38,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,94,Semarang,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,2,Ya,Ya,3,5,1,5,7,4,1,7,6,6,4,7,3,6,5,6,7,4,3,3,3,3,4,5,5,4,6,5,6,3,5,4,4,3,3,2,4,5,4,4,3,3,4,4,5,4,2
3/21/2023 15:01:50,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,95,DKI Jakarta,18-24,Ya,"Private Second Account, Alter Account, Fake/Spam/Fan Account",Perempuan,3,3,Ya,Ya,4,4,2,4,6,7,4,6,7,7,6,7,7,7,7,7,7,6,4,5,5,3,4,4,4,6,6,6,6,3,4,5,4,6,6,2,4,4,3,3,4,5,5,5,3,3,3
3/21/2023 15:03:59,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,96,DKI Jakarta,25-39,Tidak,Private Second Account,Perempuan,3,2,Ya,Tidak,3,4,2,1,6,3,4,7,7,7,6,6,6,7,5,7,6,7,5,6,4,4,4,5,5,4,7,7,7,3,5,3,7,2,4,1,4,2,4,5,5,4,2,5,2,1,1
3/21/2023 15:04:17,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,97,Jakarta,25-39,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,3,Ya,Ya,2,1,1,4,7,7,3,7,7,7,7,7,7,7,7,7,4,7,6,5,5,5,5,5,5,5,7,7,7,3,7,5,7,1,1,1,1,5,5,5,5,2,2,3,2,1,1
3/21/2023 15:07:07,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,98,Purbalingga,18-24,Tidak,Private Second Account,Perempuan,3,3,Ya,Ya,2,5,4,7,6,5,5,7,7,7,5,5,3,3,3,5,6,5,6,6,2,3,3,3,5,3,6,5,6,3,6,4,4,2,2,2,2,2,5,5,2,4,4,3,3,2,3
3/21/2023 15:07:57,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,99,Kudus,18-24,Tidak,Private Second Account,Perempuan,3,4,Ya,Ya,2,6,2,6,7,5,3,7,7,6,6,6,5,5,5,7,6,6,6,3,3,5,3,5,6,7,6,6,6,3,2,6,6,6,3,3,6,5,3,3,3,2,5,4,4,4,4
3/21/2023 15:09:27,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,100,Jakarta,18-24,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,3,3,2,4,5,4,3,5,5,5,2,3,3,3,3,5,3,5,4,4,3,4,5,4,3,4,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,4,3,4,3,2,4
3/21/2023 15:18:54,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,101,Kuningan,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,2,3,Ya,Tidak,3,4,3,5,7,5,4,7,7,5,5,7,7,7,7,7,5,4,4,4,4,4,4,4,4,4,7,5,7,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,5,2,3
3/21/2023 15:25:51,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,102,DKI Jakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,2,Ya,Ya,4,4,1,5,6,6,1,6,6,6,6,7,1,1,1,6,1,6,6,6,6,6,6,6,6,6,6,6,4,3,5,4,4,5,6,2,1,4,4,3,3,4,2,4,4,1,1
3/21/2023 15:26:41,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,103,Semarang ,18-24,Tidak,Private Second Account,Perempuan,3,2,Ya,Tidak,4,5,4,5,6,6,5,6,7,7,4,7,4,5,5,7,6,6,5,6,5,6,5,6,5,6,6,6,6,3,3,4,5,6,6,5,6,3,4,4,3,3,2,4,3,1,3
3/21/2023 15:44:45,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,104,Medan,18-24,Tidak,Fake/Spam/Fan Account,Perempuan,3,4,Ya,Tidak,1,1,1,1,3,7,1,7,7,6,4,7,5,5,4,6,1,5,7,6,5,6,4,4,3,3,2,2,2,3,1,4,6,2,2,2,2,2,4,4,3,3,3,2,2,1,2
3/21/2023 15:48:22,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,105,Surabaya,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,4,Ya,Tidak,2,5,4,5,7,7,1,6,7,7,1,7,7,7,7,7,5,5,6,7,5,6,6,5,5,4,7,7,7,3,7,6,7,1,1,2,4,4,5,6,5,2,2,4,3,4,2
3/21/2023 15:50:38,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,106,Purwokerto,18-24,Tidak,Private account ,Perempuan,2,3,Ya,Tidak,4,5,2,6,7,3,2,6,7,6,5,7,3,6,5,6,7,2,5,5,5,4,2,3,4,2,6,6,6,3,3,6,5,3,5,3,6,6,5,6,5,4,4,5,5,5,5
3/21/2023 15:54:28,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,107,mataram,18-24,Ya,Private Second Account,Perempuan,1,2,Ya,Ya,2,6,1,7,7,3,2,6,6,6,1,7,2,1,1,7,7,6,1,6,1,1,1,1,1,1,7,7,7,3,2,2,2,2,2,2,1,1,1,1,1,2,1,5,4,2,2
3/21/2023 16:11:49,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,108,Jakarta,18-24,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,3,4,2,4,4,2,3,5,5,4,3,3,2,2,3,4,3,4,3,3,3,4,2,2,2,2,3,3,3,3,3,3,4,2,2,2,3,2,2,2,2,2,2,3,2,2,3
3/21/2023 16:20:56,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,109,jakarta,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,4,Tidak,Tidak,2,6,1,3,7,6,1,7,7,6,6,7,5,6,5,6,7,5,6,6,6,5,6,6,6,6,6,6,6,3,5,5,5,5,6,6,6,6,6,6,6,4,2,4,1,1,1
3/21/2023 16:31:39,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,110,Bandung ,18-24,Ya,"Private Second Account, Role Play Account, Cyber account ",Perempuan,3,4,Tidak,Tidak,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,7,7,7,3,7,4,4,7,7,7,7,7,4,7,3,1,1,5,3,1,4
